"id","university","major","degree","season","decision","decision_method","decision_date","decision_timestamp","gpa","gre_verbal","gre_quant","gre_writing","status","post_data","post_timestamp","uni_faculty","uni_pub"
635,"University Of Texas, Austin (UT Austin)","CS","MS","F15","Rejected","E-mail","4-Aug-15",1428465600,3.3,154,166,3,"International","8/4/15",1428465600,42,5.4
636,"Ohio State University (OSU)","CS","PhD","F15","Rejected","E-mail","4-Aug-15",1428465600,NA,NA,NA,NA,"American","8/4/15",1428465600,35,3.4
637,"University Of California, Los Angeles (UCLA)","CS","PhD","F15","Wait listed","E-mail","4-Aug-15",1428465600,NA,NA,NA,NA,"Other","8/4/15",1428465600,37,5
638,"Rutgers University","CS","MS","F15","Accepted","E-mail","4-Aug-15",1428465600,3.13,160,169,4,"International","8/4/15",1428465600,43,3.6
639,"University Of Texas, Austin (UT Austin)","CS","MS","F15","Rejected","E-mail","4-Aug-15",1428465600,NA,NA,NA,NA,"International","8/4/15",1428465600,42,5.4
640,"University Of Texas, Austin (UT Austin)","CS","MS","F15","Rejected","E-mail","4-Aug-15",1428465600,3.7,150,169,4,"International","8/4/15",1428465600,42,5.4
641,"Ohio State University (OSU)","ECE","PhD","F15","Rejected","Website","4-Jul-15",1428379200,NA,NA,NA,NA,"International","8/4/15",1428465600,35,3.4
642,"University Of Texas, Austin (UT Austin)","CS","MS","F15","Rejected","E-mail","4-Aug-15",1428465600,3.68,153,162,4,"International","8/4/15",1428465600,42,5.4
643,"University Of Texas, Austin (UT Austin)","CS","MS","F15","Rejected","E-mail","4-Aug-15",1428465600,NA,NA,NA,NA,"International","8/4/15",1428465600,42,5.4
644,"University Of California, San Diego (UCSD)","ECE","MS","F15","Accepted","E-mail","4-Apr-15",1428120000,NA,NA,NA,NA,"International with US Degree","8/4/15",1428465600,53,6.9
645,"University Of Texas, Austin (UT Austin)","CS","MS","F15","Rejected","E-mail","4-Jul-15",1428379200,3.94,144,168,3,"International with US Degree","7/4/15",1428379200,42,5.4
646,"University Of Texas, Austin (UT Austin)","CS","MS","F15","Rejected","E-mail","4-Jul-15",1428379200,NA,NA,NA,NA,"International","7/4/15",1428379200,42,5.4
647,"University Of Texas, Austin (UT Austin)","CS","MS","F15","Rejected","E-mail","4-Jul-15",1428379200,3.95,163,163,4,"International","7/4/15",1428379200,42,5.4
648,"University Of Texas, Austin (UT Austin)","CS","MS","F15","Rejected","E-mail","4-Jul-15",1428379200,NA,NA,NA,NA,"International","7/4/15",1428379200,42,5.4
649,"University Of Texas, Austin (UT Austin)","CS","MS","F15","Rejected","E-mail","4-Jul-15",1428379200,NA,154,165,3.5,"International","7/4/15",1428379200,42,5.4
650,"University Of Texas, Austin (UT Austin)","CS","MS","F15","Rejected","E-mail","4-Jul-15",1428379200,NA,NA,NA,NA,"International","7/4/15",1428379200,42,5.4
651,"Ohio State University (OSU)","CS","PhD","F15","Rejected","Website","4-Jul-15",1428379200,3.85,158,159,5,"American","7/4/15",1428379200,35,3.4
652,"University Of Texas, Austin (UT Austin)","CS","MS","F15","Rejected","E-mail","4-Jul-15",1428379200,3.23,156,163,4,"International","7/4/15",1428379200,42,5.4
653,"University Of Texas, Austin (UT Austin)","CS","MS","F15","Rejected","E-mail","4-Jul-15",1428379200,NA,149,168,NA,"International","7/4/15",1428379200,42,5.4
654,"University Of Texas, Austin (UT Austin)","CS","MS","F15","Rejected","E-mail","4-Jul-15",1428379200,3.83,161,160,5,"American","7/4/15",1428379200,42,5.4
655,"University Of Texas, Austin (UT Austin)","CS","MS","F15","Rejected","E-mail","4-Jul-15",1428379200,3.8,148,170,3,"International","7/4/15",1428379200,42,5.4
656,"Cornell University","CS","MS","F15","Rejected","E-mail","4-Jul-15",1428379200,NA,NA,NA,NA,"International","7/4/15",1428379200,68,8.7
657,"University Of Texas, Austin (UT Austin)","CS","MS","F15","Rejected","E-mail","4-Jul-15",1428379200,3.8,162,170,5,"American","7/4/15",1428379200,42,5.4
658,"University Of Texas, Austin (UT Austin)","CS","MS","F15","Rejected","E-mail","4-Jul-15",1428379200,3.9,152,166,NA,"International","7/4/15",1428379200,42,5.4
659,"Cornell University","CS","MS","F15","Rejected","E-mail","4-Jul-15",1428379200,4,162,165,5,"International","7/4/15",1428379200,68,8.7
660,"Georgia Institute Of Technology (GTech)","ECE","MS","F15","Rejected","Other","4-Jul-15",1428379200,3.69,167,164,5,"American","7/4/15",1428379200,73,6.7
661,"University Of Texas, Austin (UT Austin)","CS","MS","F15","Rejected","E-mail","4-Jul-15",1428379200,NA,NA,NA,NA,"Other","7/4/15",1428379200,42,5.4
662,"University Of Texas, Austin (UT Austin)","CS","MS","F15","Rejected","E-mail","4-Jul-15",1428379200,3.8,170,162,5,"American","7/4/15",1428379200,42,5.4
663,"Virginia Tech","ECE","PhD","F14","Rejected","E-mail","4-Jul-15",1428379200,NA,NA,NA,NA,"International with US Degree","7/4/15",1428379200,39,2.4
664,"University Of California, San Diego (UCSD)","ECE","PhD","F15","Rejected","E-mail","4-Jul-15",1428379200,NA,NA,NA,NA,"International with US Degree","7/4/15",1428379200,53,6.9
665,"Nothwestern University","ECE","PhD","F15","Rejected","E-mail","4-Jul-15",1428379200,NA,NA,NA,NA,"International with US Degree","7/4/15",1428379200,37,3.4
666,"Cornell University","CS","MS","F15","Rejected","E-mail","4-Jul-15",1428379200,4,148,170,3.5,"International","7/4/15",1428379200,68,8.7
667,"University Of California, Santa Barbara (UCSB)","CS","MS","F15","Rejected","E-mail","3-Feb-15",1425272400,NA,NA,NA,NA,"American","7/4/15",1428379200,25,3.5
668,"University Of Texas, Austin (UT Austin)","ECE","PhD","F15","Accepted","E-mail","4-Jul-15",1428379200,NA,NA,NA,NA,"American","7/4/15",1428379200,42,5.4
669,"University Of Arizona","CS","PhD","F15","Rejected","E-mail","4-Jul-15",1428379200,NA,NA,NA,NA,"International","7/4/15",1428379200,19,1.6
670,"University Of California, San Diego (UCSD)","ECE","PhD","F15","Rejected","E-mail","4-Jul-15",1428379200,NA,NA,NA,NA,"International","7/4/15",1428379200,53,6.9
671,"University Of California, Los Angeles (UCLA)","CS","MS","F15","Rejected","Website","4-Jul-15",1428379200,NA,NA,NA,NA,"International","7/4/15",1428379200,37,5
672,"University Of California, San Diego (UCSD)","CS","MS","F15","Accepted","E-mail","4-Jul-15",1428379200,NA,NA,NA,NA,"International","7/4/15",1428379200,53,6.9
673,"Duke University","CS","PhD","F15","Rejected","E-mail","4-Feb-15",1427947200,NA,NA,NA,NA,"International","7/4/15",1428379200,22,2.8
674,"University Of Arizona","CS","PhD","F15","Rejected","E-mail","4-Jul-15",1428379200,NA,NA,NA,NA,"International","7/4/15",1428379200,19,1.6
675,"University Of California, San Diego (UCSD)","ECE","PhD","F15","Rejected","E-mail","4-Jul-15",1428379200,3.8,157,168,4,"International with US Degree","7/4/15",1428379200,53,6.9
676,"Rutgers University","CS","MS","F15","Accepted","E-mail","4-Jul-15",1428379200,NA,NA,NA,NA,"International","7/4/15",1428379200,43,3.6
677,"University Of Arizona","CS","MS","F15","Rejected","E-mail","4-Apr-15",1428120000,NA,NA,NA,NA,"International","7/4/15",1428379200,19,1.6
678,"Columbia University","CS","MS","F15","Accepted","E-mail","4-Jul-15",1428379200,3.75,157,167,4.5,"International with US Degree","7/4/15",1428379200,47,5.8
679,"University Of Wisconsin, Madison","ECE","PhD","F15","Rejected","E-mail","4-Jun-15",1428292800,NA,NA,NA,NA,"International","7/4/15",1428379200,48,5.9
680,"Nothwestern University","CS","PhD","F15","Rejected","E-mail","4-Jul-15",1428379200,NA,160,167,4.5,"International with US Degree","7/4/15",1428379200,37,3.4
681,"University Of Maryland, College Park (UMD)","CS","MS","F15","Accepted","E-mail","23-02-2015",1424667600,NA,155,159,4,"International","6/4/15",1428292800,52,6.4
682,"University Of Southern California (USC)","CS","MS","F15","Accepted","Website","4-Apr-15",1428120000,3.64,145,157,3.5,"American","6/4/15",1428292800,50,5.7
683,"University Of California, Los Angeles (UCLA)","CS","PhD","F15","Accepted","Phone","4-Jun-15",1428292800,3.82,149,163,3,"International","6/4/15",1428292800,37,5
684,"New York University (NYU)","CS","MS","F15","Accepted","E-mail","4-Jun-15",1428292800,3.5,145,160,4,"American","6/4/15",1428292800,46,4.3
685,"Columbia University","CS","MS","F15","Accepted","E-mail","4-Jun-15",1428292800,NA,NA,NA,NA,"American","6/4/15",1428292800,47,5.8
686,"Columbia University","CS","MS","F15","Accepted","E-mail","4-Jun-15",1428292800,NA,NA,NA,NA,"American","6/4/15",1428292800,47,5.8
687,"University Of Michigan, Ann Arbor (UMich)","CS","MS","F15","Accepted","E-mail","4-Jun-15",1428292800,3.2,157,160,NA,"American","6/4/15",1428292800,63,8.6
688,"Columbia University","CS","MS","F15","Accepted","E-mail","4-Jun-15",1428292800,NA,NA,NA,NA,"International","6/4/15",1428292800,47,5.8
689,"Nothwestern University","CS","PhD","F15","Rejected","E-mail","4-Jun-15",1428292800,NA,NA,NA,NA,"International","6/4/15",1428292800,37,3.4
690,"University Of Texas, Dallas (UT Dallas)","CS","MS","F15","Accepted","Website","4-Jun-15",1428292800,3.94,151,161,4,"International","6/4/15",1428292800,34,2.3
691,"Nothwestern University","ECE","PhD","F15","Rejected","E-mail","4-Jun-15",1428292800,NA,NA,NA,NA,"American","6/4/15",1428292800,37,3.4
692,"Carnegie Mellon University (CMU)","CS","MS","F15","Accepted","E-mail","4-Jun-15",1428292800,3.92,170,153,3,"International with US Degree","6/4/15",1428292800,152,18.1
693,"University Of Pennsylvania (UPenn)","CS","PhD","F15","Rejected","E-mail","4-Mar-15",1428033600,NA,162,162,4.5,"American","6/4/15",1428292800,46,5.6
694,"University Of Massachusetts, Amherst (UMass)","CS","PhD","F15","Accepted","E-mail","4-Feb-15",1427947200,NA,162,162,4.5,"American","6/4/15",1428292800,50,4.7
695,"University Of Michigan, Ann Arbor (UMich)","CS","PhD","F15","Rejected","E-mail","31-03-2015",1427774400,NA,NA,NA,NA,"International","6/4/15",1428292800,63,8.6
696,"North Caroline State University (NCSU)","ECE","MS","F15","Accepted","Website","19-03-2015",1426737600,3.8,153,163,4,"International","6/4/15",1428292800,NA,NA
697,"Georgia Institute Of Technology (GTech)","CS","MS","F15","Accepted","E-mail","20-03-2015",1426824000,NA,NA,NA,NA,"International","6/4/15",1428292800,73,6.7
698,"University Of California, San Diego (UCSD)","CS","PhD","F15","Rejected","E-mail","4-Apr-15",1428120000,NA,NA,NA,NA,"International with US Degree","6/4/15",1428292800,53,6.9
699,"University Of Rochester","CS","PhD","F15","Accepted","E-mail","4-Feb-15",1427947200,NA,NA,NA,NA,"International","5/4/15",1428206400,21,2.1
700,"Georgia Institute Of Technology (GTech)","CS","MS","F15","Rejected","E-mail","27-03-2015",1427428800,3,158,163,3,"International","5/4/15",1428206400,73,6.7
701,"University Of California, San Diego (UCSD)","CS","MS","F15","Rejected","E-mail","26-03-2015",1427342400,3,158,163,3,"International","5/4/15",1428206400,53,6.9
702,"Arizona State University (ASU)","CS","MS","F15","Accepted","E-mail","25-03-2015",1427256000,3,158,163,3,"International","5/4/15",1428206400,26,2.3
703,"Stanford University","CS","MS","F15","Rejected","E-mail","19-03-2015",1426737600,3,158,163,3,"International","5/4/15",1428206400,57,11.5
704,"University Of California, Berkeley (UCB)","CS","MS","F15","Rejected","E-mail","20-02-2015",1424408400,3,158,163,3,"International","5/4/15",1428206400,83,11.1
705,"University Of Texas, Austin (UT Austin)","CS","MS","F15","Accepted","E-mail","4-Mar-15",1428033600,3.67,163,170,4.5,"International","5/4/15",1428206400,42,5.4
706,"University Of Florida, Gainesville (UFL)","CS","PhD","F15","Accepted","E-mail","1-Apr-15",1420347600,NA,NA,NA,NA,"International","5/4/15",1428206400,23,1.9
707,"University Of Utah (UoU)","CS","PhD","F15","Accepted","E-mail","2-May-15",1423112400,NA,NA,NA,NA,"American","5/4/15",1428206400,40,3.6
708,"University Of California, San Diego (UCSD)","CS","PhD","F15","Rejected","E-mail","4-May-15",1428206400,NA,NA,NA,NA,"American","5/4/15",1428206400,53,6.9
709,"University Of Maryland, Baltimore County (UMBC)","CS","MS","F15","Accepted","E-mail","2-Apr-15",1423026000,NA,156,163,4,"International","4/4/15",1428120000,15,1.5
710,"University Of Michigan, Ann Arbor (UMich)","CS","MS","F15","Accepted","E-mail","23-03-2015",1427083200,NA,NA,NA,NA,"American","4/4/15",1428120000,63,8.6
711,"Columbia University","CS","MS","F15","Accepted","E-mail","4-Mar-15",1428033600,3.55,155,153,4,"American","4/4/15",1428120000,NA,NA
712,"University Of Texas, Austin (UT Austin)","CS","MS","F15","Accepted","E-mail","4-Apr-15",1428120000,3.8,166,159,4,"International","4/4/15",1428120000,42,5.4
713,"University Of California, Los Angeles (UCLA)","CS","PhD","F15","Rejected","E-mail","4-Apr-15",1428120000,NA,NA,NA,NA,"International with US Degree","4/4/15",1428120000,37,5
714,"University Of Chicago (UChicago)","CS","PhD","F15","Wait listed","E-mail","31-03-2015",1427774400,NA,NA,NA,NA,"International with US Degree","4/4/15",1428120000,23,2.7
715,"University Of California, San Diego (UCSD)","ECE","PhD","F15","Rejected","E-mail","4-Apr-15",1428120000,3.5,145,164,3,"International","4/4/15",1428120000,53,6.9
716,"New York University (NYU)","CS","MS","F15","Accepted","E-mail","4-Mar-15",1428033600,3.83,153,166,3,"International with US Degree","4/4/15",1428120000,46,4.3
717,"New York University (NYU)","CS","MS","F15","Rejected","E-mail","4-Mar-15",1428033600,3.83,153,166,3,"International with US Degree","4/4/15",1428120000,46,4.3
718,"University Of Texas, Austin (UT Austin)","ECE","PhD","F15","Accepted","Website","4-Feb-15",1427947200,NA,NA,NA,NA,"International","4/4/15",1428120000,42,5.4
719,"University Of California, San Diego (UCSD)","CS","PhD","F15","Rejected","E-mail","4-Apr-15",1428120000,NA,NA,NA,NA,"International","4/4/15",1428120000,53,6.9
720,"Texas A&M University, College Station (TAMU)","CS","PhD","F15","Rejected","Website","4-Apr-15",1428120000,NA,NA,NA,NA,"International","4/4/15",1428120000,38,3.1
721,"University Of California, Los Angeles (UCLA)","CS","MS","F15","Rejected","Website","4-Apr-15",1428120000,3.77,155,167,4,"International","4/4/15",1428120000,37,5
722,"University Of California, Los Angeles (UCLA)","CS","PhD","F15","Rejected","Website","4-Apr-15",1428120000,NA,NA,NA,NA,"International","4/4/15",1428120000,37,5
723,"University Of Utah (UoU)","CS","PhD","F15","Rejected","Other","4-Mar-15",1428033600,3.56,147,166,4,"International","4/4/15",1428120000,40,3.6
724,"Johns Hopkins University (JHU)","CS","PhD","F15","Rejected","Other","4-Mar-15",1428033600,3.56,147,166,4,"International","4/4/15",1428120000,22,2.4
725,"University Of California, San Diego (UCSD)","CS","PhD","F15","Rejected","E-mail","4-Apr-15",1428120000,3.56,147,166,4,"International","4/4/15",1428120000,53,6.9
726,"Cornell University","CS","MS","F15","Accepted","E-mail","4-Mar-15",1428033600,NA,154,166,4.5,"International","4/4/15",1428120000,68,8.7
727,"University Of California, San Diego (UCSD)","CS","PhD","F15","Rejected","E-mail","4-Apr-15",1428120000,NA,NA,NA,NA,"International","4/4/15",1428120000,53,6.9
728,"University Of California, San Diego (UCSD)","CS","PhD","F15","Rejected","E-mail","4-Apr-15",1428120000,3.58,152,170,3,"International","4/4/15",1428120000,53,6.9
729,"New York University (NYU)","CS","MS","F15","Rejected","E-mail","4-Feb-15",1427947200,2.81,157,168,4,"International","4/4/15",1428120000,46,4.3
730,"University Of California, San Diego (UCSD)","ECE","PhD","F15","Accepted","E-mail","13-03-2015",1426219200,3.58,164,161,4.5,"American","4/4/15",1428120000,53,6.9
731,"University Of Arizona","CS","MS","F15","Rejected","E-mail","4-Apr-15",1428120000,NA,162,162,3.5,"International","4/4/15",1428120000,19,1.6
732,"University Of California, San Diego (UCSD)","CS","MS","F15","Accepted","E-mail","4-Jan-15",1427860800,NA,NA,NA,NA,"International","4/4/15",1428120000,53,6.9
733,"New York University (NYU)","CS","PhD","S15","Rejected","E-mail","4-Apr-15",1428120000,4,167,163,NA,"International","4/4/15",1428120000,46,4.3
734,"University Of Washington, Seattle (UW)","CS","MS","F15","Accepted","E-mail","3-Jun-15",1425618000,3.75,147,170,3,"International","4/4/15",1428120000,57,8.4
735,"Cornell University","CS","MS","F15","Accepted","E-mail","4-Mar-15",1428033600,NA,NA,NA,NA,"International","4/4/15",1428120000,68,8.7
736,"University Of California, San Diego (UCSD)","ECE","MS","F15","Rejected","E-mail","3-Mar-15",1425358800,NA,NA,NA,NA,"International","3/4/15",1428033600,53,6.9
737,"University Of Texas, Austin (UT Austin)","CS","MS","F15","Accepted","E-mail","4-Mar-15",1428033600,NA,NA,NA,NA,"American","3/4/15",1428033600,42,5.4
738,"University Of Texas, Austin (UT Austin)","CS","MS","F15","Accepted","E-mail","4-Mar-15",1428033600,3.93,160,165,3.5,"American","3/4/15",1428033600,42,5.4
739,"University Of Texas, Austin (UT Austin)","CS","MS","F15","Accepted","E-mail","4-Mar-15",1428033600,3.9,170,170,NA,"American","3/4/15",1428033600,42,5.4
740,"University Of California, Santa Barbara (UCSB)","ECE","MS","F15","Accepted","E-mail","4-Feb-15",1427947200,3.83,161,168,4.5,"International","3/4/15",1428033600,25,3.5
741,"University Of Texas, Austin (UT Austin)","CS","MS","F15","Accepted","E-mail","4-Mar-15",1428033600,3.59,167,168,5.5,"American","3/4/15",1428033600,42,5.4
742,"University Of Texas, Austin (UT Austin)","CS","MS","F15","Accepted","E-mail","4-Mar-15",1428033600,3.75,157,164,4.5,"American","3/4/15",1428033600,42,5.4
743,"University Of Texas, Austin (UT Austin)","CS","MS","F15","Accepted","E-mail","4-Mar-15",1428033600,3.84,157,169,4,"International","3/4/15",1428033600,42,5.4
744,"New York University (NYU)","CS","MS","F15","Rejected","E-mail","4-Mar-15",1428033600,NA,NA,NA,NA,"American","3/4/15",1428033600,46,4.3
745,"New York University (NYU)","CS","MS","F15","Rejected","E-mail","4-Mar-15",1428033600,3.3,154,170,3,"International","3/4/15",1428033600,46,4.3
746,"University Of Texas, Austin (UT Austin)","CS","MS","F15","Accepted","E-mail","4-Mar-15",1428033600,3.88,163,168,5,"International","3/4/15",1428033600,42,5.4
747,"University Of Texas, Austin (UT Austin)","CS","MS","F15","Accepted","E-mail","4-Mar-15",1428033600,3.7,163,168,5.5,"American","3/4/15",1428033600,42,5.4
